Registry,ID,Name,Type,Location,SDGs,Project Start Date,Credits Issued,Credits Retired,Project Website
CAR,CAR1313,Save the Redwoods League 2018,Improved Forest Management - ARB Compliance,US,[],2/18/2020,440956,0,http://www.savetheredwoods.org
CAR,CAR1033,Sunny Knoll Farms Anaerobic Digester,Livestock - ARB Compliance,US,[],7/22/2020,5294,0,
CAR,CAR1055,T&M Bos Dairy,Livestock - ARB Compliance,US,[],2/11/2020,10392,0,
CAR,CAR1056,T&M Herrema Dairy,Livestock - ARB Compliance,US,[],12/21/2018,6045,0,
CAR,CAR1058,T&M Windy Ridge Dairy,Livestock - ARB Compliance,US,[],1/30/2020,13253,0,
CAR,CAR1396,Van Steyn Dairy Digester,Livestock Gas Capture/Combustion,US,[],6/2/2020,3214,0,
CAR,CAR989,Wakker Digester,Livestock - ARB Compliance,US,[],10/16/2018,9334,0,
CAR,CAR1206,Wapiti Woods I,Improved Forest Management - ARB Compliance,US,[],12/10/2018,322548,0,
CAR,CAR965,"WTE S&S Ag Enterprises, LLC",Livestock - ARB Compliance,US,[],8/22/2018,11991,0,
CAR,CAR1249,A-Gas Americas 2017-1,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],3/9/2017,141207,0,http://www.agas.com
CAR,CAR1252,A-Gas Americas 2017-2,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],5/4/2017,140916,0,http://www.agasamericas.com
CAR,CAR1254,A-Gas Americas 2017-3,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],6/2/2017,140709,0,http://www.agasamericas.com
CAR,CAR1263,A-Gas Americas 2017-4,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],8/2/2017,122129,0,http://www.agasamericas.com
CAR,CAR1268,A-Gas Americas 2017-6,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],9/22/2017,55404,0,http://www.agasamericas.com
CAR,CAR1270,A-Gas Americas 2017-8,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],10/27/2017,223464,0,http://www.agasamericas.com
CAR,CAR1286,A-Gas Americas 2018-1,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],2/6/2018,154972,0,http://www.agasamericas.com
CAR,CAR1066,Buck Mountain ARB002,Improved Forest Management - ARB Compliance,US,[],1/17/2018,41967,0,
CAR,CAR502,Central Sanitary Landfill,Landfill Gas Capture/Combustion,US,[],6/16/2018,50770,0,
CAR,CAR1258,ClimeCo ODS Destruction 20,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],8/14/2017,72606,0,http://www.climeco.com
CAR,CAR1271,ClimeCo ODS Destruction 21,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],11/30/2017,140452,0,http://www.climeco.com
CAR,CAR1277,ClimeCo ODS Destruction 22,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],4/10/2018,53956,0,http://www.climeco.com
CAR,CAR1278,ClimeCo ODS Destruction 23,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],8/17/2018,44681,0,http://www.climeco.com
CAR,CAR1248,Coolgas 2016-4,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],3/7/2017,96564,0,http://www.agas.com
CAR,CAR1267,Coolgas 2017-5,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],6/7/2018,50793,0,http://www.agasamericas.com
CAR,CAR1269,Coolgas 2017-7,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],11/22/2017,33184,0,http://www.agasamericas.com
CAR,CAR503,Crow Wing County Landfill Gas Collection System,Landfill Gas Capture/Combustion,US,[],7/30/2018,8168,0,
CAR,CAR1127,District 45 Dairy,Livestock - ARB Compliance,US,[],3/21/2018,13879,0,
CAR,CAR1244,DPC Domestic ODS Destruction Project #26,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],10/24/2017,110990,0,http://www.divpc.com
CAR,CAR1251,DPC Domestic ODS Destruction Project #28,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],6/6/2017,55471,0,http://www.divpc.com
CAR,CAR1272,DPC Domestic ODS Destruction Project #30,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],12/20/2017,51298,0,http://www.divpc.com
CAR,CAR776,IESI-Trinity LaSalle/Grant Carbon Project,Landfill Gas Capture/Combustion,US,[],6/16/2018,5104,0,
CAR,CAR812,IESI-Trinity Timberlane Carbon Project,Landfill Gas Capture/Combustion,US,[],6/28/2018,15524,0,
CAR,CAR455,LP Gill Landfill Gas Recovery Project,Landfill Gas Capture/Combustion,US,[],7/20/2018,63102,0,
CAR,CAR429,McCloud River,Conservation-Based Forest Management,US,[],1/11/2019,21487,0,
CAR,CAR1049,Pagel's Ponderosa Dairy Methane Reduction Project,Livestock - ARB Compliance,US,[],11/15/2018,2648,0,http://pagelsponderosa.com/
CAR,CAR1137,Patterson Farms COP,Livestock - ARB Compliance,US,[],8/3/2018,3983,0,
CAR,CAR1287,Perfect Cycle ODS-3,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],2/28/2018,52930,0,http://www.perfectcycle.com
CAR,CAR1177,"Pixley Biogas, LLC",Livestock - ARB Compliance,US,[],11/5/2018,3657,0,
CAR,CAR676,Pocosin Lakes Forest Conservation Project,Avoided Conversion,US,[],9/14/2018,1433,0,
CAR,CAR1041,Sacramento Canyon ARB001,Improved Forest Management - ARB Compliance,US,[],1/12/2018,83571,0,
CAR,CAR588,Stones Throw Landfill,Landfill Gas Capture/Combustion,US,[],3/29/2018,38045,0,
CAR,CAR782,Upstate Regional Landfill,Landfill Gas Capture/Combustion,US,[],7/12/2018,29352,0,
CAR,CAR1101,Vander Haak Dairy COP,Livestock - ARB Compliance,US,[],10/18/2018,2372,0,
CAR,CAR1146,Vanderhyde Dairy,Livestock - ARB Compliance,US,[],4/18/2018,8724,0,
CAR,CAR1126,West River Farm Anaerobic Digester Project,Livestock - ARB Compliance,US,[],3/1/2018,17067,0,
CAR,CAR1236,A-Gas Americas 2016-2,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],8/23/2016,181191,0,http://www.agasamericas.com
CAR,CAR1240,A-Gas O'Hare,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],12/6/2016,111348,0,http://www.agasamericas.com
CAR,CAR1092,Big Valley,Improved Forest Management - ARB Compliance,US,[],3/31/2017,52124,0,
CAR,CAR1250,ClimeCo ODS Destruction 18 and 19,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],4/24/2017,226896,0,http://www.climeco.com
CAR,CAR1222,Coolgas 2016-1,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],8/2/2016,145594,0,http://www.coolgas.com
CAR,CAR1239,Coolgas 2016-3,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],10/24/2016,133239,0,
CAR,CAR1114,Crane Valley,Improved Forest Management - ARB Compliance,US,[],3/24/2017,356040,0,
CAR,CAR1234,DPC Domestic ODS Destruction Project #23,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],9/26/2016,22548,0,http://www.divpc.com
CAR,CAR1235,DPC Domestic ODS Destruction Project #25,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],8/30/2016,101950,0,http://www.divpc.com
CAR,CAR1243,DPC Domestic ODS Destruction Project #27,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],3/2/2017,54382,0,http://www.divpc.com
CAR,CAR893,Duke Carbon Offsets Initiative - Loyd Ray Farms,Livestock Gas Capture/Combustion,US,[],2/6/2018,1179,0,http://https://sustainability.duke.edu/offsets
CAR,CAR476,Eagle Point Landfill,Landfill Gas Capture/Combustion,US,[],2/27/2017,181537,0,
CAR,CAR1074,EOS CAR 1074,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],8/4/2016,57134,0,http://www.eosclimate.com
CAR,CAR1134,Finite Carbon - Brosnan Forest,Improved Forest Management - ARB Compliance,US,[],12/22/2017,28408,0,http://www
CAR,CAR409,McKinney Landfill,Landfill Gas Capture/Combustion,US,[],2/14/2017,54112,0,http://www.montaukenergy.com
CAR,CAR1242,Perfect Cycle ODS-2,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],1/30/2017,42233,0,
CAR,CAR1233,Port of Tillamook Bay Regional Anaerobic Digester,Livestock - ARB Compliance,US,[],11/4/2016,22294,0,
CAR,CAR1125,Riverview Farm Anaerobic Digester Project,Livestock - ARB Compliance,US,[],4/6/2017,27245,0,
CAR,CAR1171,A-GAS Americas 2015-1,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],10/5/2015,134418,0,
CAR,CAR1179,A-GAS RemTec 2015-2,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],1/30/2016,135577,0,http://www.agasamericas.com
CAR,CAR1065,ABEC New Hope LLC,Livestock - ARB Compliance,US,[],8/2/2016,4978,0,http://www.calbioenergy.com
CAR,CAR411,"Beulah Municipal Landfill (Dorchester County, MD)",Landfill Gas Capture/Combustion,US,[],4/6/2016,11284,0,
CAR,CAR423,Butler County Landfill Pipeline Project,Landfill Gas Capture/Combustion,US,[],9/3/2015,5312,0,http://timberlineenergy.com
CAR,CAR1182,ClimeCo ODS Destruction 16 and 17,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],3/22/2016,245955,0,http://www.climeco.com
CAR,CAR467,Coffee County Sanitary Landfill Gas Collection System,Landfill Gas Capture/Combustion,US,[],3/29/2016,60238,0,
CAR,CAR1219,Coolgas 2015-3,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],5/10/2016,108622,0,http://www.coolgas.com
CAR,CAR1087,DPC Domestic ODS Destruction Project #21,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],7/15/2015,128161,0,http://www.divpc.com
CAR,CAR1172,DPC Domestic ODS Destruction Project #22,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],10/15/2015,130995,0,http://www.divpc.com
CAR,CAR1121,Fair Oaks Dairy Farm LLC Cyclus-Designed Digester,Livestock - ARB Compliance,US,[],6/29/2016,7421,0,
CAR,CAR761,L and D Landfill Methane Destruction Project,Landfill Gas Capture/Combustion,US,[],2/23/2016,32999,0,
CAR,CAR445,LCSWMA Landfill Gas-to-Energy Project,Landfill Gas Capture/Combustion,US,[],2/19/2016,46635,0,http://www.lcswma.org
CAR,CAR1077,Linde,Livestock - ARB Compliance,US,[],2/13/2017,1523,0,
CAR,CAR452,Steuben County Landfill Gas Flaring project,Landfill Gas Capture/Combustion,US,[],7/21/2015,7429,0,http://www.steubencony.org
CAR,CAR434,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,US,[],9/11/2015,10997,0,http://www.dtebe.com
CAR,CAR1064,Van-Erk Dairy Digester Project,Livestock - ARB Compliance,US,[],12/1/2016,4863,0,
CAR,CAR1051,A-GAS RemTec 2013-4,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],12/10/2014,191960,0,http://www.remtec.net
CAR,CAR1069,A-GAS RemTec 2013-5,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],5/5/2015,129101,0,http://www.remtec.net
CAR,CAR1072,A-GAS RemTec 2014-1,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],10/2/2014,129838,0,http://www.remtec.net
CAR,CAR1089,A-GAS RemTec 2014-2,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],5/20/2015,107744,0,http://www.remtec.net
CAR,CAR1093,A-GAS RemTec 2014-3,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],11/5/2015,148331,0,http://www.remtec.net
CAR,CAR1001,Alliance Dairies,Livestock Gas Capture/Combustion,US,[],4/9/2015,7810,0,
CAR,CAR408,Big River / Salmon Creek Forests,Conservation-Based Forest Management,US,[],6/11/2015,219805,0,
CAR,CAR769,Big Run Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,US,[],2/9/2015,31645,0,
CAR,CAR878,Bluff Road Landfill,Landfill Gas Capture/Combustion,US,[],7/1/2015,29954,0,
CAR,CAR474,Bridgewater Dairy LLC,Livestock Gas Capture/Combustion,US,[],9/22/2014,353,0,
CAR,CAR933,CalBio ORRD,Livestock Gas Capture/Combustion,US,[],2/28/2015,24756,0,
CAR,CAR479,Central Sands Dairy LLC,Livestock Gas Capture/Combustion,US,[],11/25/2014,389,0,
CAR,CAR457,Charleston Landfill Gas Utilization Project,Landfill Gas Capture/Combustion,US,[],1/21/2016,21459,0,
CAR,CAR994,Dairy Dreams,Livestock Gas Capture/Combustion,US,[],11/9/2015,10591,0,
CAR,CAR468,Davidson County Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,US,[],3/11/2015,42836,0,http://www.dtebe.com
CAR,CAR775,District 45 Dairy,Livestock Gas Capture/Combustion,US,[],4/15/2015,14586,0,
CAR,CAR956,Double A Dairy,Livestock Gas Capture/Combustion,US,[],6/30/2015,49499,0,
CAR,CAR1047,DPC Domestic ODS Destruction Project #17,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],12/15/2014,30587,0,http://www.divpc.com
CAR,CAR1059,DPC Domestic ODS Destruction Project #19,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],1/6/2015,99696,0,http://www.divpc.com
CAR,CAR1071,DPC Domestic ODS Destruction Project #20,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],2/10/2015,17848,0,http://www.divpc.com
CAR,CAR1068,ECC ODS Destruction 2-2014,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],2/23/2015,126314,0,http://www.envcc.com
CAR,CAR980,"Edaleen Cow Power, LLC",Livestock Gas Capture/Combustion,US,[],1/23/2015,7754,0,
CAR,CAR891,Elk Creek Coal Mine Methane Destruction & Utilization Project,Coal Mine Methane - Drainage,US,[],9/30/2014,35454,0,
CAR,CAR990,EOS 2013 Domestic,Ozone Depleting Substances - U.S.,US,[],3/20/2014,41081,0,http://www.eosclimate.com
CAR,CAR1021,EOS ARB ODS 2013-8,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],4/11/2014,67490,0,http://www.eosclimate.com
CAR,CAR1026,EOS ARB ODS 2014-2,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],11/20/2014,33214,0,http://www.eosclimate.com
CAR,CAR477,Fair Oaks Dairy Farm LLC Cyclus-Designed Digester,Livestock Gas Capture/Combustion,US,[],3/10/2015,1769,0,
CAR,CAR478,Fair Oaks Dairy Farm LLC GHD-Designed Digester,Livestock Gas Capture/Combustion,US,[],2/5/2015,54929,0,
CAR,CAR102,Garcia River Forest,Conservation-Based Forest Management,US,[],4/10/2015,211630,0,
CAR,CAR978,Gardeau Crest Dairy,Livestock Gas Capture/Combustion,US,[],6/18/2015,12684,0,
CAR,CAR441,George DeRuyter & Sons Dairy,Livestock Gas Capture/Combustion,US,[],6/18/2015,23219,0,
CAR,CAR629,Green River Trona Mine Methane Destruction and Utilization Project,Coal Mine Methane - Drainage,US,[],9/10/2014,42896,0,
CAR,CAR504,Green Valley Dairy,Livestock Gas Capture/Combustion,US,[],4/6/2015,2955,0,
CAR,CAR612,Grotegut Dairy Farm Inc,Livestock Gas Capture/Combustion,US,[],9/30/2015,10201,0,
CAR,CAR660,Gualala River Forest,Improved Forest Management,US,[],8/6/2015,15156,0,
CAR,CAR599,Holsum Elm,Livestock Gas Capture/Combustion,US,[],3/27/2015,1526,0,
CAR,CAR601,Holsum Irish Dairy,Livestock Gas Capture/Combustion,US,[],3/31/2015,2518,0,
CAR,CAR590,Lompico Forest Carbon Project,Improved Forest Management,US,[],12/31/2015,1121,0,http://www.sempervirens.org
CAR,CAR762,Maple Leaf Dairy East,Livestock Gas Capture/Combustion,US,[],12/18/2015,2762,0,
CAR,CAR1007,Maple Leaf Dairy West,Livestock Gas Capture/Combustion,US,[],12/17/2015,14232,0,
CAR,CAR449,Riverview Farm Anaerobic Digester Project,Livestock Gas Capture/Combustion,US,[],4/21/2015,27826,0,http://NA
CAR,CAR920,Rockingham County NC Landfill Gas Project,Landfill Gas Capture/Combustion,US,[],5/5/2014,3722,0,http://www.co.rockingham.nc.us
CAR,CAR1085,"Roeslein Alternative Energy of Missouri, LLC - Ruckman",Livestock - ARB Compliance,US,[],4/10/2015,3968,0,http://www.roesleinae.com
CAR,CAR418,Scenic View Dairy I,Livestock Gas Capture/Combustion,US,[],3/18/2016,900,0,
CAR,CAR1014,"Storms Hog Power, LLC",Livestock Gas Capture/Combustion,US,[],2/24/2015,13641,0,
CAR,CAR606,Sunnyside Farms Inc,Livestock Gas Capture/Combustion,US,[],7/8/2015,10272,0,
CAR,CAR1067,Sustainable Mountain IFM,Improved Forest Management - ARB Compliance,US,[],11/25/2015,4343,0,
CAR,CAR957,"Synergy Biogas, LLC",Livestock Gas Capture/Combustion,US,[],6/9/2015,7874,0,
CAR,CAR402,The Dry Creek Dairy BioFactory® Project,Livestock Gas Capture/Combustion,US,[],6/18/2015,29527,0,
CAR,CAR101,The van Eck Forest,Conservation-Based Forest Management,US,[],9/16/2015,26502,0,
CAR,CAR1009,Threemile Canyon Farm Digester Project,Livestock Gas Capture/Combustion,US,[],12/31/2015,67201,0,
CAR,CAR1046,Trinity Timberlands University Hill Improved Forest Management Project,Improved Forest Management - ARB Compliance,US,[],4/30/2015,847895,0,http://www.forestcarbonpartners.com
CAR,CAR730,Usal Redwood Forest,Improved Forest Management,US,[],10/28/2015,339125,0,http://www.rffi.org
CAR,CAR944,Vanderhyde Dairy,Livestock Gas Capture/Combustion,US,[],12/1/2014,7141,0,
CAR,CAR686,Virginia Conservation Forestry Program - Clifton Farm,Improved Forest Management,US,[],7/2/2015,7298,0,http://www.nature.org/wherewework/northamerica/states/virginia/
CAR,CAR696,Virginia Conservation Forestry Program - Rich Mountain,Improved Forest Management,US,[],5/28/2015,10414,0,http://www.nature.org/wherewework/northamerica/states/virginia/
CAR,CAR697,Virginia Conservation Forestry Program - Tazewell - Elk Garden,Improved Forest Management,US,[],7/2/2015,17044,0,http://www.nature.org/wherewework/northamerica/states/virginia/
CAR,CAR450,West River Farm Anaerobic Digester Project,Livestock Gas Capture/Combustion,US,[],4/23/2015,19804,0,http://NA
CAR,CAR977,Willet Dairy,Livestock Gas Capture/Combustion,US,[],7/2/2015,17015,0,
CAR,CAR661,Willits Woods,Improved Forest Management,US,[],4/1/2015,173951,0,
CAR,CAR463,"Willow Point Dairy, LLC",Livestock Gas Capture/Combustion,US,[],7/21/2014,1961,0,
CAR,CAR1010,"WTE-Dallmann, LLC",Livestock Gas Capture/Combustion,US,[],8/20/2015,1310,0,
CAR,CAR777,Yurok Tribe Sustainable Forest Project,Improved Forest Management,US,[],9/23/2015,29415,0,http://www.yuroktribe.org
CAR,CAR1011,A-GAS RemTec 2013-1,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],5/22/2014,93055,0,http://www.remtec.net
CAR,CAR655,Alder Stream Preserve,Improved Forest Management,US,[],3/2/2015,758,0,http://www.forestcarbonpartners.com
CAR,CAR607,Aurora Ridge,Livestock Gas Capture/Combustion,US,[],2/4/2015,11375,0,
CAR,CAR814,Bartow Landfill,Landfill Gas Capture/Combustion,US,[],4/29/2014,10456,0,http://www.montaukenergy.com
CAR,CAR824,Billings Regional Landfill,Landfill Gas Capture/Combustion,US,[],12/23/2014,62436,0,
CAR,CAR773,Clayton County Landfill Gas Project,Landfill Gas Capture/Combustion,US,[],3/20/2014,24839,0,
CAR,CAR1023,Coolgas ODS 2013 Project #1,Ozone Depleting Substances - U.S.,US,[],6/4/2014,108627,0,http://www.coolgas.com
CAR,CAR393,Cottonwood Dairy Livestock Gas Capture Project,Livestock Gas Capture/Combustion,US,[],2/24/2015,16645,0,
CAR,CAR1003,DPC Domestic ODS Destruction Project #13,Ozone Depleting Substances - U.S.,US,[],8/14/2013,53490,0,http://www.divpc.com
CAR,CAR1012,DPC Domestic ODS Destruction Project #14,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],1/28/2014,23276,0,http://www.divpc.com
CAR,CAR1016,DPC Domestic ODS Destruction Project #15,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],1/30/2014,46275,0,http://www.divpc.com
CAR,CAR1025,DPC Domestic ODS Destruction Project #16,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],3/28/2014,24874,0,http://www.divpc.com
CAR,CAR1029,ECC ODS Destruction 11-2013,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],12/5/2014,113438,0,http://www.envcc.com
CAR,CAR992,EOS ARB ODS 2013-1,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],9/18/2013,107542,0,http://www.eosclimate.com
CAR,CAR995,EOS ARB ODS 2013-3,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],2/12/2014,122800,0,http://www.eosclimate.com
CAR,CAR1000,EOS ARB ODS 2013-5,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],2/7/2014,126155,0,http://www.eosclimate.com
CAR,CAR955,EOS Article 5 - Nepal,Ozone Depleting Substances - Article 5 Imports,US,[],11/6/2013,82391,0,http://www.eosclimate.com
CAR,CAR794,Farm Power Lynden Anaerobic Digester,Livestock Gas Capture/Combustion,US,[],4/4/2014,8706,0,
CAR,CAR1004,Finite Carbon - Berry Summit,Improved Forest Management,US,[],10/23/2013,239205,0,http://www.finitecarbon.com
CAR,CAR657,Finite Carbon - Farm Cove Community Forest Project,Improved Forest Management,US,[],6/4/2015,1024,0,http://www.downeastlakes.org
CAR,CAR582,Finite Carbon - MWF Brimstone IFM Project I,Improved Forest Management,US,[],1/9/2015,7346,0,http://www.finitecarbon.com
CAR,CAR780,Finite Carbon - Shannondale Tree Farm,Improved Forest Management,US,[],12/17/2015,6002,0,http://www.finitecarbon.com
CAR,CAR589,Fiscalini Farms Anaerobic Digester,Livestock Gas Capture/Combustion,US,[],3/19/2015,5955,0,http://www.fiscalinifarms.com
CAR,CAR749,Green Assets - Middleton Avoided Conversion,Avoided Conversion,US,[],5/22/2014,50451,0,
CAR,CAR540,Hardin County Landfill,Landfill Gas Capture/Combustion,US,[],8/21/2013,29898,0,
CAR,CAR681,Howland Research Forest,Improved Forest Management,US,[],3/13/2015,1033,0,http://www.forestcarbonpartners.com
CAR,CAR557,Mt. Herman Landfill Gas Project,Landfill Gas Capture/Combustion,US,[],9/27/2013,1729,0,
CAR,CAR602,Patterson Farms,Livestock Gas Capture/Combustion,US,[],12/24/2013,5895,0,
CAR,CAR796,Peninsula Composting,Organic Waste Composting,US,[],6/19/2014,22984,0,http://www.peninsulacompostcompany.com
CAR,CAR600,Recology Yuba-Sutter North Area LFG,Landfill Gas Capture/Combustion,US,[],10/3/2014,8197,0,
CAR,CAR481,Southtex Greenwood Farms,Landfill Gas Capture/Combustion,US,[],9/18/2014,116005,0,
CAR,CAR766,Terra Verdigris #2,Nitric Acid N2O- Secondary Catalyst,US,[],12/31/2014,394119,0,
CAR,CAR577,VAMOX® Demonstration Project at JWR Shaft No. 4-9,Coal Mine Methane - VAM,US,[],7/2/2013,227,0,http://www.biothermica.com
CAR,CAR949,Vander Haak Dairy,Livestock Gas Capture/Combustion,US,[],7/16/2014,3097,0,
CAR,CAR793,Verdeo McElroy VAM Abatement Project,Coal Mine Methane - VAM,US,[],1/24/2014,134940,0,http://www.sindicatum.com/verdeo
CAR,CAR801,Z-Best Food Waste Composting,Organic Waste Composting,US,[],3/18/2015,6799,0,http://www.zankerrecycling.com
CAR,CAR459,American Environmental Landfill (AEL),Landfill Gas Capture/Combustion,US,[],10/2/2012,19156,0,http://www.montaukenergy.com
CAR,CAR456,Blue Ridge Landfill,Landfill Gas Capture/Combustion,US,[],6/7/2013,11250,0,
CAR,CAR439,Bluesource - Camelot Landfill,Landfill Gas Capture/Combustion,US,[],5/3/2012,4843,0,
CAR,CAR551,Bluesource - Indian Creek Landfill Gas Project,Landfill Gas Capture/Combustion,US,[],11/20/2012,8552,0,
CAR,CAR469,Bluesource - MP Greenwood Landfill Gas to Energy Project,Landfill Gas Capture/Combustion,US,[],7/26/2013,5000,0,http://www.methanepower.net
CAR,CAR482,Bluesource - MP Wilson Landfill Gas Project,Landfill Gas Capture/Combustion,US,[],5/22/2013,5760,0,http://www.methanepower.net
CAR,CAR830,Bluesource - Sarpy County Landfill Project,Landfill Gas Capture/Combustion,US,[],8/28/2012,10396,0,
CAR,CAR440,Bos Dairy,Livestock Gas Capture/Combustion,US,[],5/29/2013,1746,0,http://N/A
CAR,CAR419,Brook View Dairy,Livestock Gas Capture/Combustion,US,[],8/28/2013,16583,0,
CAR,CAR764,Cedar Rapids Linn County Solid Waste Agency Landfill Gas Project,Landfill Gas Capture/Combustion,US,[],4/24/2013,3954,0,
CAR,CAR644,Central LFG to Energy Project,Landfill Gas Capture/Combustion,US,[],11/15/2012,96,0,
CAR,CAR948,Coolgas US ODS Project 2,Ozone Depleting Substances - U.S.,US,[],4/18/2012,159651,0,
CAR,CAR799,CSE AZ Facility I,Livestock Gas Capture/Combustion,US,[],7/16/2013,14412,0,
CAR,CAR975,DPC Domestic ODS Destruction Project #10,Ozone Depleting Substances - U.S.,US,[],2/14/2013,31701,0,http://www.divpc.com
CAR,CAR981,DPC Domestic ODS Destruction Project #11,Ozone Depleting Substances - U.S.,US,[],2/14/2013,80612,0,http://www.divpc.com
CAR,CAR960,DPC Domestic ODS Destruction Project #8,Ozone Depleting Substances - U.S.,US,[],8/9/2012,46511,0,http://divpc.com/
CAR,CAR972,DPC Domestic ODS Destruction Project #9,Ozone Depleting Substances - U.S.,US,[],11/28/2012,34107,0,http://divpc.com/
CAR,CAR451,East Central Sanitary Landfill Voluntary GCCS,Landfill Gas Capture/Combustion,US,[],3/30/2013,27549,0,http://www.ecswc.cog.mn.us
CAR,CAR947,ECC-PA-ODS-003,Ozone Depleting Substances - U.S.,US,[],5/29/2012,142199,0,http://www.envcc.com
CAR,CAR946,EOS-CAR2012 Domestic,Ozone Depleting Substances - U.S.,US,[],3/2/2012,65501,0,http://www.eosclimate.com
CAR,CAR648,Finite Carbon - Potlatch Moro Big Pine CE,Improved Forest Management,US,[],5/10/2013,6583,0,
CAR,CAR645,Finite Carbon - The Forestland Group Champion Property,Improved Forest Management,US,[],1/23/2014,48387,0,
CAR,CAR412,Green Meadow Farm,Livestock Gas Capture/Combustion,US,[],11/6/2013,4565,0,
CAR,CAR487,Herrema Dairy,Livestock Gas Capture/Combustion,US,[],6/21/2013,10567,0,http://N/A
CAR,CAR901,Honeywell ODS Destruction Project,Ozone Depleting Substances - U.S.,US,[],4/11/2013,34332,0,
CAR,CAR634,Linde Dairy,Livestock Gas Capture/Combustion,US,[],7/25/2013,2615,0,
CAR,CAR566,Mahoning Landfill,Landfill Gas Capture/Combustion,US,[],1/13/2014,108487,0,
CAR,CAR591,Martinsville Methane Collection Project,Landfill Gas Capture/Combustion,US,[],8/23/2013,18485,0,
CAR,CAR483,Mt. Carberry Landfill,Landfill Gas Capture/Combustion,US,[],3/30/2013,41629,0,
CAR,CAR834,Northwestern Landfill,Landfill Gas Capture/Combustion,US,[],10/25/2013,40153,0,
CAR,CAR826,O.S.L. ODS Destruction Project Mexico,Ozone Depleting Substances - Article 5 Imports,US,[],6/14/2012,89834,0,
CAR,CAR532,Pagel’s Ponderosa Dairy,Livestock Gas Capture/Combustion,US,[],5/10/2013,16461,0,
CAR,CAR952,PCS Domestic ODS Destruction Project #6,Ozone Depleting Substances - U.S.,US,[],4/19/2012,234374,0,http://www.purechemseparation.com
CAR,CAR954,PCS Domestic ODS Destruction Project #7,Ozone Depleting Substances - U.S.,US,[],5/15/2012,73584,0,http://www.purechemseparation.com
CAR,CAR839,PCS Nitrogen Fertilizer LP - NAP V Nitrous Oxide Abatement Project,Nitric Acid N2O- Secondary Catalyst,US,[],1/29/2014,334033,0,
CAR,CAR945,Perfect Cycle ODS-1,Ozone Depleting Substances - U.S.,US,[],12/13/2012,52500,0,
CAR,CAR630,Presque Isle Landfill,Landfill Gas Capture/Combustion,US,[],11/14/2012,479,0,
